Taxon	HV05_foot	HV01_other	HV08_other	HV04_foot	HV11_foot	HV08_foot	HV11_other	HV03_foot	HV05_other	HV09_foot	HV03_other	HV06_other	HV06_foot	HV09_other	HV07_foot	HV02_foot	HV12_other	HV04_other	HV10_other	HV10_foot	HV01_foot	HV02_other	HV12_foot																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU120.CDS.10636428682.1_sVCU120.polypeptide.10636428681.1_conserved;seqs=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU127.CDS.10636215809.1_sVCU127.polypeptide.10636215807.1_polysaccharide;seqs=24;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU081.CDS.10636248238.1_sVCU081.polypeptide.10636248236.1_feS;seqs=14;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sW23144.CDS.10481392497.1_sW23144.polypeptide.10481392496.1_streptococcal;seqs=2;	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH051668.CDS.10679516337.1_sNIH051668.polypeptide.10679516340.1_phage;seqs=4;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM088.CDS.10655632438.1_sNIHLM088.polypeptide.10655632441.1_conserved;seqs=4;	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH04003.CDS.10683409386.1_sNIH04003.polypeptide.10683409385.1_ABC;seqs=20;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU071.CDS.10495948354.1_sVCU071.polypeptide.10495948355.1_hypothetical;seqs=4;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH04008.CDS.10679419597.1_sNIH04008.polypeptide.10679419599.1_conserved;seqs=5;	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=se12228.CDS.10441884439.1_se12228.polypeptide.10441884438.1_sulfate;seqs=23;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM067.CDS.10655552812.1_sNIHLM067.polypeptide.10655552810.1_ERF;seqs=2;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM049.CDS.10655550830.1_sNIHLM049.polypeptide.10655550832.1_ATP;seqs=8;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sHMP0060.CDS.10481302500.1_sHMP0060.polypeptide.10481302503.1_3_isopropylmalate;seqs=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH051475.CDS.10689856643.1_sNIH051475.polypeptide.10689856646.1_hypothetical;seqs=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU118.CDS.10636260794.1_sVCU118.polypeptide.10636260792.1_putative;seqs=2;	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU144.CDS.10481248390.1_sVCU144.polypeptide.10481248392.1_homoserine;seqs=21;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH05001.CDS.10679393456.1_sNIH05001.polypeptide.10679393462.1_conserved;seqs=5;	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sHMP0060.CDS.10481296840.1_sHMP0060.polypeptide.10481296841.1_conserved;seqs=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH06004.CDS.10679488994.1_sNIH06004.polypeptide.10679488993.1_bioY;seqs=15;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sSK135.CDS.10481267485.1_sSK135.polypeptide.10481267488.1_addiction;seqs=2;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM003.CDS.10679468230.1_sNIHLM003.polypeptide.10679468234.1_putative;seqs=25;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU129.CDS.10636233527.1_sVCU129.polypeptide.10636233528.1_putative;seqs=7;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sHMP0060.CDS.10481284847.1_sHMP0060.polypeptide.10481284845.1_conserved;seqs=11;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM067.CDS.10655552100.1_sNIHLM067.polypeptide.10655552101.1_chordopoxvirus;seqs=15;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM021.CDS.10667990836.1_sNIHLM021.polypeptide.10667990838.1_conserved;seqs=2;	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM070.CDS.10655606104.1_sNIHLM070.polypeptide.10655606106.1_type;seqs=2;	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM023.CDS.10667204914.1_sNIHLM023.polypeptide.10667204916.1_conserved;seqs=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sBVS058A4.CDS.10636624816.1_sBVS058A4.polypeptide.10636624817.1_putative;seqs=20;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU028.CDS.10495800278.1_sVCU028.polypeptide.10495800279.1_50S;seqs=9;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU037.CDS.10495836833.1_sVCU037.polypeptide.10495836834.1_DEAD_DEAH;seqs=2;	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	0	1	1	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sBVS058A4.CDS.10636631246.1_sBVS058A4.polypeptide.10636631247.1_conserved;seqs=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH04003.CDS.10683420294.1_sNIH04003.polypeptide.10683420295.1_bifunctional;seqs=15;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM008.CDS.10671276345.1_sNIHLM008.polypeptide.10671276347.1_pur;seqs=15;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU037.CDS.10495840634.1_sVCU037.polypeptide.10495840635.1_alpha_beta;seqs=22;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM003.CDS.10679459869.1_sNIHLM003.polypeptide.10679459871.1_dihydroxyacetone;seqs=18;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sSK135.CDS.10481276156.1_sSK135.polypeptide.10481276157.1_ABC_2;seqs=6;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU128.CDS.10636277285.1_sVCU128.polypeptide.10636277272.1_conserved;seqs=1;	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU109.CDS.10495942489.1_sVCU109.polypeptide.10495942487.1_putative;seqs=2;	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH04003.CDS.10683420195.1_sNIH04003.polypeptide.10683420193.1_porphobilinogen;seqs=21;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sBVS058A4.CDS.10636621147.1_sBVS058A4.polypeptide.10636621149.1_conserved;seqs=2;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU126.CDS.10636261813.1_sVCU126.polypeptide.10636261807.1_TPR;seqs=26;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH05001.CDS.10679397154.1_sNIH05001.polypeptide.10679397153.1_phage;seqs=9;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH05005.CDS.10679494463.1_sNIH05005.polypeptide.10679494462.1_lysE;seqs=6;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM031.CDS.10668336585.1_sNIHLM031.polypeptide.10668336586.1_helix_turn_helix;seqs=1;	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH05001.CDS.10679420601.1_sNIH05001.polypeptide.10679420597.1_cell;seqs=25;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sW23144.CDS.10481374940.1_sW23144.polypeptide.10481374943.1_ABC_2;seqs=10;	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM015.CDS.10671240550.1_sNIHLM015.polypeptide.10671240552.1_DNA;seqs=2;	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH08001.CDS.10679484674.1_sNIH08001.polypeptide.10679484680.1_hypothetical;seqs=7;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU123.CDS.10636566798.1_sVCU123.polypeptide.10636566797.1_conserved;seqs=2;	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sBVS058A4.CDS.10636630951.1_sBVS058A4.polypeptide.10636630953.1_sporadically;seqs=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM008.CDS.10671268766.1_sNIHLM008.polypeptide.10671268765.1_glycosyl;seqs=2;	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH05003.CDS.10679409119.1_sNIH05003.polypeptide.10679409110.1_conserved;seqs=21;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU128.CDS.10636273354.1_sVCU128.polypeptide.10636273364.1_putative;seqs=1;	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=seRP62A.CDS.10441900354.1_seRP62A.polypeptide.10441900352.1_hypothetical;seqs=2;	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sVCU065.CDS.10636560411.1_sVCU065.polypeptide.10636560413.1_conserved;seqs=3;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH04008.CDS.10679402436.1_sNIH04008.polypeptide.10679402434.1_hypothetical;seqs=2;	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM021.CDS.10667997378.1_sNIHLM021.polypeptide.10667997377.1_phage;seqs=1;	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIHLM023.CDS.10667200060.1_sNIHLM023.polypeptide.10667200059.1_ltrC_like;seqs=1;	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=sNIH06004.CDS.10679487379.1_sNIH06004.polypeptide.10679487378.1_conserved;seqs=12;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
centroid=se12228.CDS.10441887064.1_se12228.polypeptide.10441887062.1_putative;seqs=16;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
